"ANO / MÊS","UF","NOME MUNICÍPIO","LINGUAGEM CIDADÃ","VALOR TRANSFERIDO"
2019-03-01,"SE","TELHA","FPM - CF art. 159",537497.59
2019-03-01,"SE","TOBIAS BARRETO","FPM - CF art. 159",1970824.45
2019-03-01,"SE","TOMAR DO GERU","FPM - CF art. 159",716663.45
2019-03-01,"SE","UMBAUBA","FPM - CF art. 159",1254161.13
2019-04-01,"SE","AMPARO DE SAO FRANCISCO","FPM - CF art. 159",524388.07
2019-04-01,"SE","AQUIDABA","FPM - CF art. 159",1048776.09
2019-04-01,"SE","ARACAJU","FPM - CF art. 159",19370784.76
2019-04-01,"SE","ARAUA","FPM - CF art. 159",699184.07
2019-04-01,"SE","AREIA BRANCA","FPM - CF art. 159",1048776.09
2019-04-01,"SE","BARRA DOS COQUEIROS","FPM - CF art. 159",1223572.1
2019-04-01,"SE","BOQUIM","FPM - CF art. 159",1223572.1
2019-04-01,"SE","BREJO GRANDE","FPM - CF art. 159",524388.07
2019-04-01,"SE","CAMPO DO BRITO","FPM - CF art. 159",1048776.09
2019-04-01,"SE","CANHOBA","FPM - CF art. 159",524388.07
2019-04-01,"SE","CANINDE DE SAO FRANCISCO","FPM - CF art. 159",1223572.1
2019-04-01,"SE","CAPELA","FPM - CF art. 159",1398368.13
2019-04-01,"SE","CARIRA","FPM - CF art. 159",1048776.09
2019-04-01,"SE","CARMOPOLIS","FPM - CF art. 159",873980.08
2019-04-01,"SE","CEDRO DE SAO JOAO","FPM - CF art. 159",524388.07
2019-04-01,"SE","CRISTINAPOLIS","FPM - CF art. 159",1048776.09
2019-04-01,"SE","CUMBE","FPM - CF art. 159",524388.07
2019-04-01,"SE","DIVINA PASTORA","FPM - CF art. 159",524388.07
2019-04-01,"SE","ESTANCIA","FPM - CF art. 159",2097552.16
2019-04-01,"SE","FEIRA NOVA","FPM - CF art. 159",524388.07
2019-04-01,"SE","FREI PAULO","FPM - CF art. 159",873980.08
2019-04-01,"SE","GARARU","FPM - CF art. 159",699184.07
2019-04-01,"SE","GENERAL MAYNARD","FPM - CF art. 159",524388.07
2019-04-01,"SE","GRACHO CARDOSO","FPM - CF art. 159",524388.07
2019-04-01,"SE","ILHA DAS FLORES","FPM - CF art. 159",524388.07
2019-04-01,"SE","INDIAROBA","FPM - CF art. 159",1048776.09
2019-04-01,"SE","ITABAIANA","FPM - CF art. 159",2621940.22
2019-04-01,"SE","ITABAIANINHA","FPM - CF art. 159",1573164.13
2019-04-01,"SE","ITABI","FPM - CF art. 159",524388.07
2019-04-01,"SE","ITAPORANGA D'AJUDA","FPM - CF art. 159",1398368.13
2019-04-01,"SE","JAPARATUBA","FPM - CF art. 159",1048776.09
2019-04-01,"SE","JAPOATA","FPM - CF art. 159",699184.07
2019-04-01,"SE","LAGARTO","FPM - CF art. 159",2796736.23
2019-04-01,"SE","LARANJEIRAS","FPM - CF art. 159",1223572.1
2019-04-01,"SE","MACAMBIRA","FPM - CF art. 159",524388.07
2019-04-01,"SE","MALHADA DOS BOIS","FPM - CF art. 159",524388.07
2019-04-01,"SE","MALHADOR","FPM - CF art. 159",699184.07
2019-04-01,"SE","MARUIM","FPM - CF art. 159",1048776.09
2019-04-01,"SE","MOITA BONITA","FPM - CF art. 159",699184.07
2019-04-01,"SE","MONTE ALEGRE DE SERGIPE","FPM - CF art. 159",873980.08
2019-04-01,"SE","MURIBECA","FPM - CF art. 159",524388.07
2019-04-01,"SE","NEOPOLIS","FPM - CF art. 159",1048776.09
2019-04-01,"SE","NOSSA SENHORA APARECIDA","FPM - CF art. 159",524388.07
2019-04-01,"SE","NOSSA SENHORA DA GLORIA","FPM - CF art. 159",1398368.13
2019-04-01,"SE","NOSSA SENHORA DAS DORES","FPM - CF art. 159",1223572.1
2019-04-01,"SE","NOSSA SENHORA DE LOURDES","FPM - CF art. 159",524388.07
2019-04-01,"SE","NOSSA SENHORA DO SOCORRO","FPM - CF art. 159",5602737.08
2019-04-01,"SE","PACATUBA","FPM - CF art. 159",873980.08
2019-04-01,"SE","PEDRA MOLE","FPM - CF art. 159",524388.07
2019-04-01,"SE","PEDRINHAS","FPM - CF art. 159",524388.07
2019-04-01,"SE","PINHAO","FPM - CF art. 159",524388.07
2019-04-01,"SE","PIRAMBU","FPM - CF art. 159",524388.07
2019-04-01,"SE","POCO REDONDO","FPM - CF art. 159",1398368.13
2019-04-01,"SE","POCO VERDE","FPM - CF art. 159",1048776.09
2019-04-01,"SE","PORTO DA FOLHA","FPM - CF art. 159",1223572.1
2019-04-01,"SE","PROPRIA","FPM - CF art. 159",1223572.1
2019-04-01,"SE","RIACHAO DO DANTAS","FPM - CF art. 159",1048776.09
2019-04-01,"SE","RIACHUELO","FPM - CF art. 159",699184.07
2019-04-01,"SE","RIBEIROPOLIS","FPM - CF art. 159",1048776.09
2019-04-01,"SE","ROSARIO DO CATETE","FPM - CF art. 159",699184.07
2019-04-01,"SE","SALGADO","FPM - CF art. 159",1048776.09
2019-04-01,"SE","SANTA LUZIA DO ITANHY","FPM - CF art. 159",873980.08
2019-04-01,"SE","SANTA ROSA DE LIMA","FPM - CF art. 159",524388.07
2019-04-01,"SE","SANTANA DO SAO FRANCISCO","FPM - CF art. 159",524388.07
2019-04-01,"SE","SANTO AMARO DAS BROTAS","FPM - CF art. 159",699184.07
2019-04-01,"SE","SAO CRISTOVAO","FPM - CF art. 159",2447144.2
2019-04-01,"SE","SAO DOMINGOS","FPM - CF art. 159",699184.07
2019-04-01,"SE","SAO FRANCISCO","FPM - CF art. 159",524388.07
2019-04-01,"SE","SAO MIGUEL DO ALEIXO","FPM - CF art. 159",524388.07
2019-04-01,"SE","SIMAO DIAS","FPM - CF art. 159",1573164.13
2019-04-01,"SE","SIRIRI","FPM - CF art. 159",524388.07
2019-04-01,"SE","TELHA","FPM - CF art. 159",524388.07
2019-04-01,"SE","TOBIAS BARRETO","FPM - CF art. 159",1922756.15
2019-04-01,"SE","TOMAR DO GERU","FPM - CF art. 159",699184.07
2019-04-01,"SE","UMBAUBA","FPM - CF art. 159",1223572
2019-05-01,"SE","AMPARO DE SAO FRANCISCO","FPM - CF art. 159",672960.71
2019-05-01,"SE","AQUIDABA","FPM - CF art. 159",1345921.37
2019-05-01,"SE","ARACAJU","FPM - CF art. 159",24859026.86
2019-05-01,"SE","ARAUA","FPM - CF art. 159",897280.92
2019-05-01,"SE","AREIA BRANCA","FPM - CF art. 159",1345921.37
2019-05-01,"SE","BARRA DOS COQUEIROS","FPM - CF art. 159",1570241.59
2019-05-01,"SE","BOQUIM","FPM - CF art. 159",1570241.59
2019-05-01,"SE","BREJO GRANDE","FPM - CF art. 159",672960.71
2019-05-01,"SE","CAMPO DO BRITO","FPM - CF art. 159",1345921.37
2019-05-01,"SE","CANHOBA","FPM - CF art. 159",672960.71
2019-05-01,"SE","CANINDE DE SAO FRANCISCO","FPM - CF art. 159",1570241.59
2019-05-01,"SE","CAPELA","FPM - CF art. 159",1794561.82
2019-05-01,"SE","CARIRA","FPM - CF art. 159",1345921.37
2019-05-01,"SE","CARMOPOLIS","FPM - CF art. 159",1121601.14
2019-05-01,"SE","CEDRO DE SAO JOAO","FPM - CF art. 159",672960.71
2019-05-01,"SE","CRISTINAPOLIS","FPM - CF art. 159",1345921.37
2019-05-01,"SE","CUMBE","FPM - CF art. 159",672960.71
2019-05-01,"SE","DIVINA PASTORA","FPM - CF art. 159",672960.71
2019-05-01,"SE","ESTANCIA","FPM - CF art. 159",2691842.72
2019-05-01,"SE","FEIRA NOVA","FPM - CF art. 159",672960.71
2019-05-01,"SE","FREI PAULO","FPM - CF art. 159",1121601.14
2019-05-01,"SE","GARARU","FPM - CF art. 159",897280.92
2019-05-01,"SE","GENERAL MAYNARD","FPM - CF art. 159",672960.71
2019-05-01,"SE","GRACHO CARDOSO","FPM - CF art. 159",672960.71
2019-05-01,"SE","ILHA DAS FLORES","FPM - CF art. 159",672960.71
2019-05-01,"SE","INDIAROBA","FPM - CF art. 159",1345921.37
2019-05-01,"SE","ITABAIANA","FPM - CF art. 159",3364803.4
2019-05-01,"SE","ITABAIANINHA","FPM - CF art. 159",2018882.04
2019-05-01,"SE","ITABI","FPM - CF art. 159",672960.71
2019-05-01,"SE","ITAPORANGA D'AJUDA","FPM - CF art. 159",1794561.82
2019-05-01,"SE","JAPARATUBA","FPM - CF art. 159",1345921.37
2019-05-01,"SE","JAPOATA","FPM - CF art. 159",897280.92
2019-05-01,"SE","LAGARTO","FPM - CF art. 159",3589123.61
2019-05-01,"SE","LARANJEIRAS","FPM - CF art. 159",1570241.59
2019-05-01,"SE","MACAMBIRA","FPM - CF art. 159",672960.71
2019-05-01,"SE","MALHADA DOS BOIS","FPM - CF art. 159",672960.71
2019-05-01,"SE","MALHADOR","FPM - CF art. 159",897280.92
2019-05-01,"SE","MARUIM","FPM - CF art. 159",1345921.37
2019-05-01,"SE","MOITA BONITA","FPM - CF art. 159",897280.92
2019-05-01,"SE","MONTE ALEGRE DE SERGIPE","FPM - CF art. 159",1121601.14
2019-05-01,"SE","MURIBECA","FPM - CF art. 159",672960.71
2019-05-01,"SE","NEOPOLIS","FPM - CF art. 159",1345921.37
2019-05-01,"SE","NOSSA SENHORA APARECIDA","FPM - CF art. 159",672960.71
2019-05-01,"SE","NOSSA SENHORA DA GLORIA","FPM - CF art. 159",1794561.82
2019-05-01,"SE","NOSSA SENHORA DAS DORES","FPM - CF art. 159",1570241.59
2019-05-01,"SE","NOSSA SENHORA DE LOURDES","FPM - CF art. 159",672960.71
2019-05-01,"SE","NOSSA SENHORA DO SOCORRO","FPM - CF art. 159",7190136.78
2019-05-01,"SE","PACATUBA","FPM - CF art. 159",1121601.14
2019-05-01,"SE","PEDRA MOLE","FPM - CF art. 159",672960.71
2019-05-01,"SE","PEDRINHAS","FPM - CF art. 159",672960.71
2019-05-01,"SE","PINHAO","FPM - CF art. 159",672960.71
2019-05-01,"SE","PIRAMBU","FPM - CF art. 159",672960.71
2019-05-01,"SE","POCO REDONDO","FPM - CF art. 159",1794561.82
2019-05-01,"SE","POCO VERDE","FPM - CF art. 159",1345921.37
2019-05-01,"SE","PORTO DA FOLHA","FPM - CF art. 159",1570241.59
2019-05-01,"SE","PROPRIA","FPM - CF art. 159",1570241.59
2019-05-01,"SE","RIACHAO DO DANTAS","FPM - CF art. 159",1345921.37
2019-05-01,"SE","RIACHUELO","FPM - CF art. 159",897280.92
2019-05-01,"SE","RIBEIROPOLIS","FPM - CF art. 159",1345921.37
2019-05-01,"SE","ROSARIO DO CATETE","FPM - CF art. 159",897280.92
2019-05-01,"SE","SALGADO","FPM - CF art. 159",1345921.37
2019-05-01,"SE","SANTA LUZIA DO ITANHY","FPM - CF art. 159",1121601.14
2019-05-01,"SE","SANTA ROSA DE LIMA","FPM - CF art. 159",672960.71
2019-05-01,"SE","SANTANA DO SAO FRANCISCO","FPM - CF art. 159",672960.71
2019-05-01,"SE","SANTO AMARO DAS BROTAS","FPM - CF art. 159",897280.92
2019-05-01,"SE","SAO CRISTOVAO","FPM - CF art. 159",3140483.16
2019-05-01,"SE","SAO DOMINGOS","FPM - CF art. 159",897280.92
2019-05-01,"SE","SAO FRANCISCO","FPM - CF art. 159",672960.71
2019-05-01,"SE","SAO MIGUEL DO ALEIXO","FPM - CF art. 159",672960.71
2019-05-01,"SE","SIMAO DIAS","FPM - CF art. 159",2018882.04
2019-05-01,"SE","SIRIRI","FPM - CF art. 159",672960.71
2019-05-01,"SE","TELHA","FPM - CF art. 159",672960.71
2019-05-01,"SE","TOBIAS BARRETO","FPM - CF art. 159",2467522.5
2019-05-01,"SE","TOMAR DO GERU","FPM - CF art. 159",897280.92
2019-05-01,"SE","UMBAUBA","FPM - CF art. 159",1570241.48
2019-06-01,"SE","AMPARO DE SAO FRANCISCO","FPM - CF art. 159",530089.67
2019-06-01,"SE","AQUIDABA","FPM - CF art. 159",1060179.32
2019-06-01,"SE","ARACAJU","FPM - CF art. 159",19581400.94
2019-06-01,"SE","ARAUA","FPM - CF art. 159",706786.21
2019-06-01,"SE","AREIA BRANCA","FPM - CF art. 159",1060179.32
2019-06-01,"SE","BARRA DOS COQUEIROS","FPM - CF art. 159",1236875.86
2019-06-01,"SE","BOQUIM","FPM - CF art. 159",1236875.86
2019-06-01,"SE","BREJO GRANDE","FPM - CF art. 159",530089.67
2019-06-01,"SE","CAMPO DO BRITO","FPM - CF art. 159",1060179.32
2019-06-01,"SE","CANHOBA","FPM - CF art. 159",530089.67
2019-06-01,"SE","CANINDE DE SAO FRANCISCO","FPM - CF art. 159",1236875.86
2019-06-01,"SE","CAPELA","FPM - CF art. 159",1413572.4
2019-06-01,"SE","CARIRA","FPM - CF art. 159",1060179.32
2019-06-01,"SE","CARMOPOLIS","FPM - CF art. 159",883482.77
2019-06-01,"SE","CEDRO DE SAO JOAO","FPM - CF art. 159",530089.67
2019-06-01,"SE","CRISTINAPOLIS","FPM - CF art. 159",1060179.32
2019-06-01,"SE","CUMBE","FPM - CF art. 159",530089.67
2019-06-01,"SE","DIVINA PASTORA","FPM - CF art. 159",530089.67
2019-06-01,"SE","ESTANCIA","FPM - CF art. 159",2120358.61
2019-06-01,"SE","FEIRA NOVA","FPM - CF art. 159",530089.67
2019-06-01,"SE","FREI PAULO","FPM - CF art. 159",883482.77
2019-06-01,"SE","GARARU","FPM - CF art. 159",706786.21
2019-06-01,"SE","GENERAL MAYNARD","FPM - CF art. 159",530089.67
2019-06-01,"SE","GRACHO CARDOSO","FPM - CF art. 159",530089.67
2019-06-01,"SE","ILHA DAS FLORES","FPM - CF art. 159",530089.67
2019-06-01,"SE","INDIAROBA","FPM - CF art. 159",1060179.32
2019-06-01,"SE","ITABAIANA","FPM - CF art. 159",2650448.26
2019-06-01,"SE","ITABAIANINHA","FPM - CF art. 159",1590268.96
2019-06-01,"SE","ITABI","FPM - CF art. 159",530089.67
2019-06-01,"SE","ITAPORANGA D'AJUDA","FPM - CF art. 159",1413572.4
2019-06-01,"SE","JAPARATUBA","FPM - CF art. 159",1060179.32
2019-06-01,"SE","JAPOATA","FPM - CF art. 159",706786.21
2019-06-01,"SE","LAGARTO","FPM - CF art. 159",2827144.81
2019-06-01,"SE","LARANJEIRAS","FPM - CF art. 159",1236875.86
2019-06-01,"SE","MACAMBIRA","FPM - CF art. 159",530089.67
2019-06-01,"SE","MALHADA DOS BOIS","FPM - CF art. 159",530089.67
2019-06-01,"SE","MALHADOR","FPM - CF art. 159",706786.21
2019-06-01,"SE","MARUIM","FPM - CF art. 159",1060179.32
2019-06-01,"SE","MOITA BONITA","FPM - CF art. 159",706786.21
2019-06-01,"SE","MONTE ALEGRE DE SERGIPE","FPM - CF art. 159",883482.77
2019-06-01,"SE","MURIBECA","FPM - CF art. 159",530089.67
2019-06-01,"SE","NEOPOLIS","FPM - CF art. 159",1060179.32
2019-06-01,"SE","NOSSA SENHORA APARECIDA","FPM - CF art. 159",530089.67
2019-06-01,"SE","NOSSA SENHORA DA GLORIA","FPM - CF art. 159",1413572.4
2019-06-01,"SE","NOSSA SENHORA DAS DORES","FPM - CF art. 159",1236875.86
2019-06-01,"SE","NOSSA SENHORA DE LOURDES","FPM - CF art. 159",530089.67
2019-06-01,"SE","NOSSA SENHORA DO SOCORRO","FPM - CF art. 159",5663654.98
2019-06-01,"SE","PACATUBA","FPM - CF art. 159",883482.77
2019-06-01,"SE","PEDRA MOLE","FPM - CF art. 159",530089.67
2019-06-01,"SE","PEDRINHAS","FPM - CF art. 159",530089.67
2019-06-01,"SE","PINHAO","FPM - CF art. 159",530089.67
2019-06-01,"SE","PIRAMBU","FPM - CF art. 159",530089.67
2019-06-01,"SE","POCO REDONDO","FPM - CF art. 159",1413572.4
2019-06-01,"SE","POCO VERDE","FPM - CF art. 159",1060179.32
2019-06-01,"SE","PORTO DA FOLHA","FPM - CF art. 159",1236875.86
2019-06-01,"SE","PROPRIA","FPM - CF art. 159",1236875.86
2019-06-01,"SE","RIACHAO DO DANTAS","FPM - CF art. 159",1060179.32
2019-06-01,"SE","RIACHUELO","FPM - CF art. 159",706786.21
2019-06-01,"SE","RIBEIROPOLIS","FPM - CF art. 159",1060179.32
2019-06-01,"SE","ROSARIO DO CATETE","FPM - CF art. 159",706786.21
2019-06-01,"SE","SALGADO","FPM - CF art. 159",1060179.32
2019-06-01,"SE","SANTA LUZIA DO ITANHY","FPM - CF art. 159",883482.77
2019-06-01,"SE","SANTA ROSA DE LIMA","FPM - CF art. 159",530089.67
2019-06-01,"SE","SANTANA DO SAO FRANCISCO","FPM - CF art. 159",530089.67
2019-06-01,"SE","SANTO AMARO DAS BROTAS","FPM - CF art. 159",706786.21
2019-06-01,"SE","SAO CRISTOVAO","FPM - CF art. 159",2473751.69
2019-06-01,"SE","SAO DOMINGOS","FPM - CF art. 159",706786.21
2019-06-01,"SE","SAO FRANCISCO","FPM - CF art. 159",530089.67
2019-06-01,"SE","SAO MIGUEL DO ALEIXO","FPM - CF art. 159",530089.67
2019-06-01,"SE","SIMAO DIAS","FPM - CF art. 159",1590268.96
2019-06-01,"SE","SIRIRI","FPM - CF art. 159",530089.67
2019-06-01,"SE","TELHA","FPM - CF art. 159",530089.67
2019-06-01,"SE","TOBIAS BARRETO","FPM - CF art. 159",1943662.06
2019-06-01,"SE","TOMAR DO GERU","FPM - CF art. 159",706786.21
2019-06-01,"SE","UMBAUBA","FPM - CF art. 159",1236875.82
2019-07-01,"SE","AMPARO DE SAO FRANCISCO","FPM - CF art. 159",797124.51
2019-07-01,"SE","AQUIDABA","FPM - CF art. 159",1594249.03
2019-07-01,"SE","ARACAJU","FPM - CF art. 159",29445612.37
2019-07-01,"SE","ARAUA","FPM - CF art. 159",1062832.68
2019-07-01,"SE","AREIA BRANCA","FPM - CF art. 159",1594249.03
2019-07-01,"SE","BARRA DOS COQUEIROS","FPM - CF art. 159",1859957.15
2019-07-01,"SE","BOQUIM","FPM - CF art. 159",1859957.15
2019-07-01,"SE","BREJO GRANDE","FPM - CF art. 159",797124.51
2019-07-01,"SE","CAMPO DO BRITO","FPM - CF art. 159",1594249.03
2019-07-01,"SE","CANHOBA","FPM - CF art. 159",797124.51
2019-07-01,"SE","CANINDE DE SAO FRANCISCO","FPM - CF art. 159",1859957.15
2019-07-01,"SE","CAPELA","FPM - CF art. 159",2125665.35
2019-07-01,"SE","CARIRA","FPM - CF art. 159",1594249.03
2019-07-01,"SE","CARMOPOLIS","FPM - CF art. 159",1328540.83
2019-07-01,"SE","CEDRO DE SAO JOAO","FPM - CF art. 159",797124.51
2019-07-01,"SE","CRISTINAPOLIS","FPM - CF art. 159",1594249.03
2019-07-01,"SE","CUMBE","FPM - CF art. 159",797124.51
2019-07-01,"SE","DIVINA PASTORA","FPM - CF art. 159",797124.51
2019-07-01,"SE","ESTANCIA","FPM - CF art. 159",3188497.99
2019-07-01,"SE","FEIRA NOVA","FPM - CF art. 159",797124.51
2019-07-01,"SE","FREI PAULO","FPM - CF art. 159",1328540.83
2019-07-01,"SE","GARARU","FPM - CF art. 159",1062832.68
2019-07-01,"SE","GENERAL MAYNARD","FPM - CF art. 159",797124.51
2019-07-01,"SE","GRACHO CARDOSO","FPM - CF art. 159",797124.51
2019-07-01,"SE","ILHA DAS FLORES","FPM - CF art. 159",797124.51
2019-07-01,"SE","INDIAROBA","FPM - CF art. 159",1594249.03
2019-07-01,"SE","ITABAIANA","FPM - CF art. 159",3985622.47
2019-07-01,"SE","ITABAIANINHA","FPM - CF art. 159",2391373.51
2019-07-01,"SE","ITABI","FPM - CF art. 159",797124.51
2019-07-01,"SE","ITAPORANGA D'AJUDA","FPM - CF art. 159",2125665.35
2019-07-01,"SE","JAPARATUBA","FPM - CF art. 159",1594249.03
2019-07-01,"SE","JAPOATA","FPM - CF art. 159",1062832.68
2019-07-01,"SE","LAGARTO","FPM - CF art. 159",4251330.65
2019-07-01,"SE","LARANJEIRAS","FPM - CF art. 159",1859957.15
2019-07-01,"SE","MACAMBIRA","FPM - CF art. 159",797124.51
2019-07-01,"SE","MALHADA DOS BOIS","FPM - CF art. 159",797124.51
2019-07-01,"SE","MALHADOR","FPM - CF art. 159",1062832.68
2019-07-01,"SE","MARUIM","FPM - CF art. 159",1594249.03
2019-07-01,"SE","MOITA BONITA","FPM - CF art. 159",1062832.68
2019-07-01,"SE","MONTE ALEGRE DE SERGIPE","FPM - CF art. 159",1328540.83
2019-07-01,"SE","MURIBECA","FPM - CF art. 159",797124.51
2019-07-01,"SE","NEOPOLIS","FPM - CF art. 159",1594249.03
2019-07-01,"SE","NOSSA SENHORA APARECIDA","FPM - CF art. 159",797124.51
2019-07-01,"SE","NOSSA SENHORA DA GLORIA","FPM - CF art. 159",2125665.35
2019-07-01,"SE","NOSSA SENHORA DAS DORES","FPM - CF art. 159",1859957.15
2019-07-01,"SE","NOSSA SENHORA DE LOURDES","FPM - CF art. 159",797124.51
2019-07-01,"SE","NOSSA SENHORA DO SOCORRO","FPM - CF art. 159",8516744.51
2019-07-01,"SE","PACATUBA","FPM - CF art. 159",1328540.83
2019-07-01,"SE","PEDRA MOLE","FPM - CF art. 159",797124.51
2019-07-01,"SE","PEDRINHAS","FPM - CF art. 159",797124.51
2019-07-01,"SE","PINHAO","FPM - CF art. 159",797124.51
2019-07-01,"SE","PIRAMBU","FPM - CF art. 159",797124.51
2019-07-01,"SE","POCO REDONDO","FPM - CF art. 159",2125665.35
2019-07-01,"SE","POCO VERDE","FPM - CF art. 159",1594249.03
2019-07-01,"SE","PORTO DA FOLHA","FPM - CF art. 159",1859957.15
2019-07-01,"SE","PROPRIA","FPM - CF art. 159",1859957.15
2019-07-01,"SE","RIACHAO DO DANTAS","FPM - CF art. 159",1594249.03
2019-07-01,"SE","RIACHUELO","FPM - CF art. 159",1062832.68
2019-07-01,"SE","RIBEIROPOLIS","FPM - CF art. 159",1594249.03
2019-07-01,"SE","ROSARIO DO CATETE","FPM - CF art. 159",1062832.68
2019-07-01,"SE","SALGADO","FPM - CF art. 159",1594249.03
2019-07-01,"SE","SANTA LUZIA DO ITANHY","FPM - CF art. 159",1328540.83
2019-07-01,"SE","SANTA ROSA DE LIMA","FPM - CF art. 159",797124.51
2019-07-01,"SE","SANTANA DO SAO FRANCISCO","FPM - CF art. 159",797124.51
2019-07-01,"SE","SANTO AMARO DAS BROTAS","FPM - CF art. 159",1062832.68
2019-07-01,"SE","SAO CRISTOVAO","FPM - CF art. 159",3719914.31
2019-07-01,"SE","SAO DOMINGOS","FPM - CF art. 159",1062832.68
2019-07-01,"SE","SAO FRANCISCO","FPM - CF art. 159",797124.51
2019-07-01,"SE","SAO MIGUEL DO ALEIXO","FPM - CF art. 159",797124.51
2019-07-01,"SE","SIMAO DIAS","FPM - CF art. 159",2391373.51
2019-07-01,"SE","SIRIRI","FPM - CF art. 159",797124.51
2019-07-01,"SE","TELHA","FPM - CF art. 159",797124.51
2019-07-01,"SE","TOBIAS BARRETO","FPM - CF art. 159",2922789.84
2019-07-01,"SE","TOMAR DO GERU","FPM - CF art. 159",1062832.68
2019-07-01,"SE","UMBAUBA","FPM - CF art. 159",1859957.33
2019-08-01,"SE","AMPARO DE SAO FRANCISCO","FPM - CF art. 159",529124.4
2019-08-01,"SE","AQUIDABA","FPM - CF art. 159",1058248.76
2019-08-01,"SE","ARACAJU","FPM - CF art. 159",19545743.71
2019-08-01,"SE","ARAUA","FPM - CF art. 159",705499.19
2019-08-01,"SE","AREIA BRANCA","FPM - CF art. 159",1058248.76
2019-08-01,"SE","BARRA DOS COQUEIROS","FPM - CF art. 159",1234623.55
2019-08-01,"SE","BOQUIM","FPM - CF art. 159",1234623.55
2019-08-01,"SE","BREJO GRANDE","FPM - CF art. 159",529124.4
2019-08-01,"SE","CAMPO DO BRITO","FPM - CF art. 159",1058248.76
2019-08-01,"SE","CANHOBA","FPM - CF art. 159",529124.4
2019-08-01,"SE","CANINDE DE SAO FRANCISCO","FPM - CF art. 159",1234623.55
2019-08-01,"SE","CAPELA","FPM - CF art. 159",1410998.32
2019-08-01,"SE","CARIRA","FPM - CF art. 159",1058248.76
2019-08-01,"SE","CARMOPOLIS","FPM - CF art. 159",881873.96
2019-08-01,"SE","CEDRO DE SAO JOAO","FPM - CF art. 159",529124.4
2019-08-01,"SE","CRISTINAPOLIS","FPM - CF art. 159",1058248.76
2019-08-01,"SE","CUMBE","FPM - CF art. 159",529124.4
2019-08-01,"SE","DIVINA PASTORA","FPM - CF art. 159",529124.4
2019-08-01,"SE","ESTANCIA","FPM - CF art. 159",2116497.47
2019-08-01,"SE","FEIRA NOVA","FPM - CF art. 159",529124.4
2019-08-01,"SE","FREI PAULO","FPM - CF art. 159",881873.96
2019-08-01,"SE","GARARU","FPM - CF art. 159",705499.19
2019-08-01,"SE","GENERAL MAYNARD","FPM - CF art. 159",529124.4
2019-08-01,"SE","GRACHO CARDOSO","FPM - CF art. 159",529124.4
2019-08-01,"SE","ILHA DAS FLORES","FPM - CF art. 159",529124.4
2019-08-01,"SE","INDIAROBA","FPM - CF art. 159",1058248.76
2019-08-01,"SE","ITABAIANA","FPM - CF art. 159",2645621.85
2019-08-01,"SE","ITABAIANINHA","FPM - CF art. 159",1587373.12
2019-08-01,"SE","ITABI","FPM - CF art. 159",529124.4
2019-08-01,"SE","ITAPORANGA D'AJUDA","FPM - CF art. 159",1410998.32
2019-08-01,"SE","JAPARATUBA","FPM - CF art. 159",1058248.76
2019-08-01,"SE","JAPOATA","FPM - CF art. 159",705499.19
2019-08-01,"SE","LAGARTO","FPM - CF art. 159",2821996.63
2019-08-01,"SE","LARANJEIRAS","FPM - CF art. 159",1234623.55
2019-08-01,"SE","MACAMBIRA","FPM - CF art. 159",529124.4
2019-08-01,"SE","MALHADA DOS BOIS","FPM - CF art. 159",529124.4
2019-08-01,"SE","MALHADOR","FPM - CF art. 159",705499.19
2019-08-01,"SE","MARUIM","FPM - CF art. 159",1058248.76
2019-08-01,"SE","MOITA BONITA","FPM - CF art. 159",705499.19
2019-08-01,"SE","MONTE ALEGRE DE SERGIPE","FPM - CF art. 159",881873.96
2019-08-01,"SE","MURIBECA","FPM - CF art. 159",529124.4
2019-08-01,"SE","NEOPOLIS","FPM - CF art. 159",1058248.76
2019-08-01,"SE","NOSSA SENHORA APARECIDA","FPM - CF art. 159",529124.4
2019-08-01,"SE","NOSSA SENHORA DA GLORIA","FPM - CF art. 159",1410998.32
2019-08-01,"SE","NOSSA SENHORA DAS DORES","FPM - CF art. 159",1234623.55
2019-08-01,"SE","NOSSA SENHORA DE LOURDES","FPM - CF art. 159",529124.4
2019-08-01,"SE","NOSSA SENHORA DO SOCORRO","FPM - CF art. 159",5653341.62
2019-08-01,"SE","PACATUBA","FPM - CF art. 159",881873.96
2019-08-01,"SE","PEDRA MOLE","FPM - CF art. 159",529124.4
2019-08-01,"SE","PEDRINHAS","FPM - CF art. 159",529124.4
2019-08-01,"SE","PINHAO","FPM - CF art. 159",529124.4
2019-08-01,"SE","PIRAMBU","FPM - CF art. 159",529124.4
2019-08-01,"SE","POCO REDONDO","FPM - CF art. 159",1410998.32
2019-08-01,"SE","POCO VERDE","FPM - CF art. 159",1058248.76
2019-08-01,"SE","PORTO DA FOLHA","FPM - CF art. 159",1234623.55
2019-08-01,"SE","PROPRIA","FPM - CF art. 159",1234623.55
2019-08-01,"SE","RIACHAO DO DANTAS","FPM - CF art. 159",1058248.76
2019-08-01,"SE","RIACHUELO","FPM - CF art. 159",705499.19
2019-08-01,"SE","RIBEIROPOLIS","FPM - CF art. 159",1058248.76
2019-08-01,"SE","ROSARIO DO CATETE","FPM - CF art. 159",705499.19
2019-08-01,"SE","SALGADO","FPM - CF art. 159",1058248.76
